NUM,DATE,SAMPLE,REPLICATE,ANIMAL,BATCH,SUB_1_RP,SUB_2_H,SUB_3_LS,SUB_4_LP,AI,PI,ALTO,FRAG_CRO,MOT_PRE,MOT_POS,CONC_CAMARA,VF,AD,VAP,VSL,VCL,ALH,BCF,STR,LIN,MOTILE_PCT,PROGRESSIVE_PCT,RAPID_PCT,MEDIUM_PCT,SLOW_PCT,STATIC_PCT,CLIV,BLAST_D8,CELLS_COUNT
123,20/10/2015,256,41,NE049,015_04,23.56,34.38,6.51,35.55,.,.,.,.,40,70,34,202,117,96.6,80.5,188.2,8,35.3,83,47,65,48,59,7,6,28,70.37,27.273,.
124,17/09/2015,222,37,NE049,015_04,23.56,34.38,6.51,35.55,89.3,68.8,74.5,0.011,40,70,22,128,43,94.9,84.3,142.3,4,40.9,90,63,58,48,53,6,10,31,82.857,21.429,127.5
125,.,r52,Roc9,NE049,015_04,23.56,34.38,6.51,35.55,80.7,61.7,69.9,3.14,80,85,39,295,205,99.6,83.8,174.4,7.4,32.2,83,48,77,60,71,5,11,12,81.159,43.478,185
126,.,r57,Roc10,NE049,015_04,23.56,34.38,6.51,35.55,89.8,70.2,68.2,3.24,80,90,52,374,284,94.6,85.3,135.1,4.5,39.8,89,65,73,64,70,4,12,15,83.333,42.466,.
127,12/01/2016,324,48,NE077,178_05,46.84,29.11,21.52,2.53,88.1,76,.,0.075,55,55,48,222,137,112.1,95.7,209.7,10.2,28.7,84,48,54,40,47,7,18,28,59.375,13.846,.
128,30/01/2016,345,50,NE077,178_05,46.84,29.11,21.52,2.53,84,62.4,67.5,2.39,40,55,37,170,85,132.7,114.5,232.1,9.6,30.2,84,49,53,42,49,4,12,35,55.556,6.25,.
129,.,r42,Roc7,NE077,178_05,46.84,29.11,21.52,2.53,87.7,78.6,77.6,2.39,80,85,72,518,428,106.8,99.9,173.4,5.2,47,93,59,67,60,62,5,5,29,64.286,7.042,.
130,11/09/2015,202,35,NE209,156_05,17.43,22.02,27.52,33.03,87.1,66.1,71.6,.,50,65,73,427,337,123.6,100.2,220.3,10.1,28,78,45,52,36,47,4,15,33,71.053,17.333,257
131,08/10/2015,243,40,NE209,156_05,17.43,22.02,27.52,33.03,87.5,62.9,56.6,0.057,65,75,45,283,198,119.8,110.1,179.5,5.6,42.1,91,62,53,50,52,1,2,44,66.197,4.225,128.818
132,.,r58,Roc10,NE209,156_05,17.43,22.02,27.52,33.03,87,65.7,69.9,2.57,75,80,29,208,118,107.6,93.9,184,8.5,29.5,85,51,54,44,49,5,13,33,84.507,24.286,.
133,12/01/2016,327,48,NE182,044_05,15.57,29.94,7.19,47.31,86.3,62.2,87.1,0.19,65,50,17,70,0,115.6,98.1,202.2,9.6,26.7,82,48,33,24,29,4,19,48,78.125,18.75,.
134,30/01/2016,349,50,NE182,044_05,15.57,29.94,7.19,47.31,89,77.3,91.5,0.29,65,40,46,154,69,99.1,82.4,190.6,7.8,35.5,83,45,69,55,65,4,14,17,50.746,8.824,196.75
135,.,r48,Roc8,NE182,044_05,15.57,29.94,7.19,47.31,88.9,78.3,72.7,2.87,75,85,46,352,262,101.9,91.8,173.1,6.7,35.2,88,53,58,46,52,6,15,27,62.319,9.091,162
136,30/01/2016,353,50,NE200,075_04,27.49,23.06,29.93,19.51,89.1,71.5,74.2,0.33,65,40,35,117,32,131.2,108.7,215.3,9.2,29.7,79,49,66,46,59,7,19,16,82.258,35.484,.
137,.,r51,Roc8,NE200,075_04,27.49,23.06,29.93,19.51,77,68,61.8,3.58,60,75,30,203,113,91.7,83.9,149.6,5.5,39.7,90,57,48,42,45,3,22,30,82.857,39.437,.
138,.,r53,Roc9,NE200,075_04,27.49,23.06,29.93,19.51,87.1,75.5,70.4,3.66,75,85,41,314,224,73.9,62.4,148.6,7.2,29.6,83,42,52,41,46,6,21,27,81.159,53.623,.
139,30/01/2016,355,50,NE205,203_05,36.28,22.93,33.24,7.55,93.4,82.9,75.4,0.12,55,45,36,137,52,93.5,75.2,180.5,8.8,30,77,41,38,24,32,7,31,30,64.063,26.563,.
140,15/05/2018,r16,roc3,NE205,203_05,36.28,22.93,33.24,7.55,93.1,99.7,80.5,0.25,75,80,60,240,190,87.4,76.2,155.6,7.1,33.3,84,48,57,36,41,16,23,20,66.667,11.111,182.286
141,.,r46,Roc7,NE205,203_05,36.28,22.93,33.24,7.55,97.6,68.7,1.6,2.04,80,80,70,504,414,109.9,95.2,181.1,7.2,32.1,85,53,54,40,48,6,12,34,84.507,35.211,152.5
142,30/01/2016,354,50,NE205,208_05,26.88,10.92,26.06,36.15,88.6,72.9,73.6,0.15,55,55,27,123,38,122.8,98.3,224.6,9.9,30,77,44,78,52,70,8,13,9,76.812,23.188,163.6
143,.,r49,Roc8,NE205,208_05,26.88,10.92,26.06,36.15,88,74.2,63.6,3.29,70,70,47,293,202,68.1,54,136.9,7.2,27.6,79,42,31,21,25,6,28,40,82.54,25.397,.
144,.,r29,Roc5,NE205,208_05,26.88,10.92,26.06,36.15,94.8,88.1,84.4,0.87,80,80,57,410,320,132.3,109.7,209.1,7.8,31.5,79,51,88,62,83,4,8,4,70.588,14.706,.
145,11/08/2015,162,30,PANDIAH,290403,37.54,25.43,17.4,19.63,90.9,63.3,76.8,0.44,70,65,44,254,164,75.3,57.3,159.2,8.2,25.8,76,37,76,44,63,13,16,8,84.146,21.951,269
146,08/05/2018,r4,Roc2,PANDIAH,290403,37.54,25.43,17.4,19.63,87.7,60.8,73,0.025,85,90,32,259,169,119.6,106,204.8,8.3,35.9,87,52,84,70,78,6,7,9,73.913,37.681,114.5
147,15/05/2018,r9,Roc3,PANDIAH,290403,37.54,25.43,17.4,19.63,94.5,72.3,83.9,0.069,85,85,74,566,476,111.8,101,172.8,6.2,36.2,88,58,66,52,58,9,20,14,57.534,15.068,.
148,12/01/2016,325,48,NE077,208_05,16.55,22.3,36.9,24.25,81.7,62.2,62.6,0.13,55,55,23,105,20,119.9,106.5,197.6,7.8,36.1,87,55,34,27,30,4,14,52,74.603,15.873,.
149,.,r43,Roc7,NE077,208_05,16.55,22.3,36.9,24.25,98.1,71.9,0.2,2.76,80,80,34,241,151,127.7,118.2,199.4,6.7,38.7,91,60,63,59,61,2,11,26,63.014,5.479,.
150,.,r28,Roc5,NE077,208_05,16.55,22.3,36.9,24.25,84.9,73.2,64.6,1.06,65,80,23,162,72,149.7,133.9,225.1,7.7,37.1,88,59,83,73,80,3,10,7,56.338,7.042,183.333
151,.,r62,Roc10,NE077,208_05,16.55,22.3,36.9,24.25,77.3,65.7,62.4,3.04,55,70,30,189,99,88.3,81.3,144.4,4.6,46.2,91,59,51,42,45,6,9,41,61.972,14.085,.
152,30/01/2016,358,50,NE082,184_05,12.5,30.57,34.28,22.65,69.3,42.3,51.9,0.71,45,55,18,81,0,101.8,84.4,185.9,9.6,29,81,49,46,28,35,11,22,33,88.636,31.818,.
153,.,r27,Roc5,NE082,184_05,12.5,30.57,34.28,22.65,73,50.7,49,2.77,70,70,47,296,206,131.7,111.4,218.2,8.9,31.5,81,50,76,57,70,6,16,8,80.645,32.258,175
154,.,r59,Roc10,NE082,184_05,12.5,30.57,34.28,22.65,66.9,40.4,65,3.81,85,75,25,168,78,80.5,71.3,153.8,5.6,42.6,88,48,27,21,23,4,10,63,84.211,32.468,.
155,01/10/2015,231,38,NE077,212_05,19.85,21.54,33.71,24.91,65.4,36.9,59.8,0.48,40,70,10,57,0,93.5,81,169.6,6.9,36.8,84,48,35,27,31,4,10,55,84.706,12.941,.
156,.,r26,Roc5,NE077,212_05,19.85,21.54,33.71,24.91,69,56,50.5,0.94,50,60,21,111,21,131.7,111.4,218.2,8.9,31.5,81,50,76,57,70,6,16,8,70.492,11.475,.
157,.,r44,Roc7,NE077,212_05,19.85,21.54,33.71,24.91,85,49.9,1.3,2.48,60,75,29,192,102,111,102,177.1,6.4,37.1,90,59,46,40,43,3,11,43,58.571,11.268,141.667
158,30/01/2016,352,50,NE100,091_01,36.98,7.9,21.72,33.39,85.2,57.9,75.3,1.48,55,45,24,90,5,99.9,79.2,200.3,9.2,31.9,78,40,51,37,46,5,22,27,60,11.667,247
159,15/05/2018,r13,Roc3,NE100,091_01,36.98,7.9,21.72,33.39,90.9,66.7,71.1,0.49,90,80,50,360,270,135.5,122.6,214.2,8,37.7,87,56,80,68,74,6,15,5,.,.,.
160,.,r45,Roc7,NE100,091_01,36.98,7.9,21.72,33.39,.,.,.,3.16,60,75,63,421,331,119.3,104.3,200.4,7.7,34.2,86,53,67,57,65,2,5,28,64.789,8.571,.
161,12/01/2016,329,48,RADIAL,40903,33,4.33,26.67,36,95.5,72.9,73.5,0.11,60,45,23,88,3,95.6,77.3,175.1,9.7,23.7,78,44,20,13,17,3,29,51,80,51.852,.
162,23/01/2016,332,49,RADIAL,40903,33,4.33,26.67,36,95.9,82.5,60.2,0,55,45,32,120,35,79.6,60.1,168.7,9.3,20.3,76,37,50,35,47,3,16,34,72.581,29.032,.
163,15/05/2018,r12,Roc3,RADIAL,40903,33,4.33,26.67,36,96.3,85.7,77.3,0.22,70,75,52,348,258,141.4,129.1,217.4,7.8,38.1,89,58,79,68,73,6,17,4,83.582,47.761,121.333
164,08/05/2018,r5,Roc2,NIRAGHO,170513,20.41,41.95,27.34,10.3,95.6,91.8,82.5,0.065,75,80,17,122,32,93.3,87.9,143.9,4.7,41.8,93,62,68,66,67,2,8,24,77.215,24.051,206.5
165,15/05/2018,r10,Roc3,NIRAGHO,170513,20.41,41.95,27.34,10.3,90.9,74,68,0.084,70,50,29,128,38,90.7,80.6,140.4,4.4,41.2,87,59,23,16,18,5,21,56,60.606,15.152,.
166,.,r40,Roc7,NIRAGHO,170513,20.41,41.95,27.34,10.3,91.7,81.7,82.3,1.57,90,75,28,189,99,93.4,85.2,158.5,5.4,42.6,90,55,62,57,60,3,11,27,65.217,24.638,175.667
167,08/05/2018,r6,Roc2,NIRAGHO,280513,32.17,26.96,20.87,20,92.9,81.7,72.9,0.087,65,60,36,194,104,91.4,83.4,143.9,4.5,43.3,89,59,66,59,63,3,28,6,59.722,16.667,164.25
168,15/05/2018,r11,Roc3,NIRAGHO,280513,32.17,26.96,20.87,20,94.7,83.4,77.5,0.11,50,70,18,113,23,107.7,99,154.1,4.9,37.1,90,66,42,34,38,4,38,21,67.188,20.313,.
169,.,r41,Roc7,NIRAGHO,280513,32.17,26.96,20.87,20,81.1,69.7,61.8,1.52,85,75,39,263,173,105.9,98.2,171.9,6.2,38.9,91,57,56,50,51,5,17,28,62.857,10,156.5
170,15/05/2018,r17,Roc3,NE142,53_02,30.65,27.29,7.19,34.87,62.7,94.6,47.6,1.32,80,90,25,113,63,70.1,61.1,122.3,5.4,35.1,87,52,78,52,59,18,9,13,82.857,31.429,.
171,.,r54,Roc9,NE142,53_02,30.65,27.29,7.19,34.87,76.2,53.7,51,2.61,80,80,23,162,72,94.2,74.1,169.5,7.8,31.6,76,44,74,48,67,7,12,14,63.514,33.333,.
172,.,r60,Roc10,NE142,53_02,30.65,27.29,7.19,34.87,81.9,59.9,58.3,3.56,60,75,45,303,213,89.5,82.4,142.9,5.3,38.9,91,58,59,49,52,7,11,31,83.784,28.378,.
173,15/05/2018,r18,Roc3,NE142,055_02,24.49,34.32,22.6,18.6,70.8,97,44.6,0.44,50,75,38,141,91,114.9,106.6,176.8,6.8,34.2,91,60,83,77,80,3,6,12,72.308,30.769,.
174,.,r55,Roc9,NE142,055_02,24.49,34.32,22.6,18.6,74.6,48.8,39.2,3.81,70,80,42,299,209,81.2,64.7,144.8,6.9,31,78,45,71,46,60,12,17,11,62.667,20.27,163.667
175,15/05/2018,r19,Roc3,NE200,074_04,11.19,31.95,34.12,22.74,58.8,98.9,45,0.51,70,70,58,201,151,93,89.2,114.3,3.4,39.7,95,77,50,41,41,9,9,41,68.852,32.787,.
176,.,r56,Roc9,NE200,074_04,11.19,31.95,34.12,22.74,75.6,59.1,41.3,3.53,75,75,21,142,52,97.7,88,162.3,7,37.8,88,54,39,30,33,6,22,39,78.261,42.029,167.182
177,.,r25,Roc5,NE200,074_04,11.19,31.95,34.12,22.74,82.6,68.9,58.5,1.29,70,70,30,189,99,128.3,117.2,205.2,7.2,40.3,89,57,61,51,56,5,15,24,79.032,38.71,.
178,15/05/2018,r14,Roc3,NIRAGHO,140513,33.04,25.28,30.16,11.53,89.5,99,71.7,0.17,60,75,25,94,34,83.6,75.3,146,7.2,32.6,86,48,60,33,36,24,16,24,72.581,17.742,.
179,.,r24,Roc5,NIRAGHO,140513,33.04,25.28,30.16,11.53,93.2,87,74.1,0.5,80,80,21,151,61,99.6,93,149.9,5.2,40.6,92,63,74,67,69,5,7,20,78.947,24.561,110.5
180,.,r39,Roc7,NIRAGHO,140513,33.04,25.28,30.16,11.53,85.8,76.4,62.6,1.64,60,80,25,176,86,113.2,100,206.4,7.9,37.9,87,49,78,68,74,4,10,12,72.727,34.848,128.667
181,.,r23,Roc5,PANDIAH,210703,16.7,30.19,28.8,24.3,93.7,84.3,83.4,0.59,85,80,57,407,317,106.2,95.2,184.1,6.9,40.4,88,52,84,72,78,6,8,8,65.079,9.677,.
182,.,r38,Roc7,PANDIAH,210703,16.7,30.19,28.8,24.3,93.3,83,83.3,1.07,70,80,35,248,158,112.1,98.4,192.9,7.8,37.2,87,52,78,63,73,6,9,12,66.176,23.529,.
183,.,r47,Roc8,PANDIAH,210703,16.7,30.19,28.8,24.3,91.6,86.3,74.6,2.65,70,80,19,137,47,99.2,87.5,166.7,7.8,29,86,53,32,26,27,5,37,31,75.385,18.462,.
184,.,r63,Roc10,PANDIAH,210703,16.7,30.19,28.8,24.3,94,85.2,87.4,3.33,70,85,42,317,227,117.2,101.8,199.6,9.1,28.8,85,51,71,59,66,6,18,11,70.833,31.944,145.5
185,16/07/2015,135,26,PANDIAH,1305,26.32,15.76,21.64,36.29,90.4,65.9,78.6,1.34,80,70,21,132,42,112.2,94.5,212.3,9,34.2,82,44,45,37,44,1,6,49,82.716,33.333,188.75
186,21/08/2015,180,33,PANDIAH,1305,26.32,15.76,21.64,36.29,93.1,70.5,79,0.005,75,75,63,425,335,123.7,103.7,218.5,9.4,29.8,82,48,74,60,70,4,9,17,79.012,16.049,.
187,28/08/2015,191,34,PANDIAH,1305,26.32,15.76,21.64,36.29,90.4,31.2,82.3,3.6,80,65,49,286,197,96.4,81.1,181.9,8.2,28.4,82,47,41,30,37,3,26,34,76.923,20.253,184.5
188,15/09/2015,205,36,PANDIAH,130503,26.32,15.76,21.64,36.29,94.9,79.1,76.7,0.013,75,75,58,366,281,55.5,48.8,84.8,6.5,29.9,90,69,50,15,18,31,37,13,77.027,27.027,.
189,01/10/2015,227,38,PANDIAH,130503,26.32,15.76,21.64,36.29,90.3,68.8,86.2,0,70,80,40,272,187,104.5,92.1,181.4,6.8,40.1,86,51,63,54,59,4,16,22,76.829,39.024,169.5
190,06/10/2015,233,39,PANDIAH,130503,26.32,15.76,21.64,36.29,94.6,77.2,89.1,0.11,70,75,31,198,113,97.1,80.5,175.7,8.5,26.6,82,47,59,47,54,5,14,27,66.154,25.806,184.889
191,08/10/2015,240,40,PANDIAH,130503,26.32,15.76,21.64,36.29,91.4,70.2,70.5,0.03,70,75,53,337,252,110.8,100.4,179.4,8.3,35.7,90,60,40,29,31,9,3,57,82.192,34.247,207
192,20/10/2015,248,41,PANDIAH,130503,26.32,15.76,21.64,36.29,88.3,56.3,73.2,0.077,60,80,37,248,163,112.4,97.5,192.8,8.7,31.7,85,51,43,32,36,7,20,37,67.606,23.611,263.5
193,29/10/2015,261,42,PANDIAH,130503,26.32,15.76,21.64,36.29,92.9,71.4,49,0.31,65,75,36,226,141,114,100.5,167.7,5.4,39.7,87,61,43,40,41,2,2,55,61.765,23.529,154.143
194,19/11/2015,269,43,PANDIAH,130503,26.32,15.76,21.64,36.29,93.2,73,69.9,0.2,65,70,28,166,81,105.5,98.3,162.8,5,41.3,92,64,36,32,34,2,8,56,81.69,35.211,.
195,12/01/2016,318,48,PANDIAH,130503,26.32,15.76,21.64,36.29,91.6,72.2,71.6,.,60,65,23,124,39,125.9,111.6,216.1,8.7,33.5,87,52,53,49,52,2,10,36,79.412,34.328,141
196,23/01/2016,331,49,PANDIAH,130503,26.32,15.76,21.64,36.29,93.1,78.5,66.5,0.081,65,60,27,137,53,83.7,58.6,169.5,11.9,23.6,69,36,71,50,61,10,5,24,83.607,24.59,149.5
197,30/01/2016,339,50,PANDIAH,130503,26.32,15.76,21.64,36.29,90.7,67.5,56.9,0.23,70,75,35,223,138,121.6,103.2,223,10.3,31.9,82,46,43,33,37,5,24,33,70.769,27.692,217
198,11/08/2015,162,30,PANDIAH,290403,37.54,25.43,17.4,19.63,90.9,63.3,76.8,0.44,70,65,44,254,164,75.3,57.3,159.2,8.2,25.8,76,37,76,44,63,13,16,8,84.146,21.951,269
199,08/05/2018,r4,Roc2,PANDIAH,290403,37.54,25.43,17.4,19.63,87.7,60.8,73,0.025,85,90,32,259,169,119.6,106,204.8,8.3,35.9,87,52,84,70,78,6,7,9,73.913,37.681,114.5
200,15/05/2018,r9,Roc3,PANDIAH,290403,37.54,25.43,17.4,19.63,94.5,72.3,83.9,0.069,85,85,74,566,476,111.8,101,172.8,6.2,36.2,88,58,66,52,58,9,20,14,57.534,15.068,.
201,.,r23,Roc5,PANDIAH,210703,16.7,30.19,28.8,24.3,93.7,84.3,83.4,0.59,85,80,57,407,317,106.2,95.2,184.1,6.9,40.4,88,52,84,72,78,6,8,8,65.079,9.677,.
202,.,r38,Roc7,PANDIAH,210703,16.7,30.19,28.8,24.3,93.3,83,83.3,1.07,70,80,35,248,158,112.1,98.4,192.9,7.8,37.2,87,52,78,63,73,6,9,12,66.176,23.529,.
203,.,r47,Roc8,PANDIAH,210703,16.7,30.19,28.8,24.3,91.6,86.3,74.6,2.65,70,80,19,137,47,99.2,87.5,166.7,7.8,29,86,53,32,26,27,5,37,31,75.385,18.462,.
204,.,r63,Roc10,PANDIAH,210703,16.7,30.19,28.8,24.3,94,85.2,87.4,3.33,70,85,42,317,227,117.2,101.8,199.6,9.1,28.8,85,51,71,59,66,6,18,11,70.833,31.944,145.5
205,08/05/2018,r5,Roc2,NIRAGHO,170513,20.41,41.95,27.34,10.3,95.6,91.8,82.5,0.065,75,80,17,122,32,93.3,87.9,143.9,4.7,41.8,93,62,68,66,67,2,8,24,77.215,24.051,206.5
206,15/05/2018,r10,Roc3,NIRAGHO,170513,20.41,41.95,27.34,10.3,90.9,74,68,0.084,70,50,29,128,38,90.7,80.6,140.4,4.4,41.2,87,59,23,16,18,5,21,56,60.606,15.152,.
207,.,r40,Roc7,NIRAGHO,170513,20.41,41.95,27.34,10.3,91.7,81.7,82.3,1.57,90,75,28,189,99,93.4,85.2,158.5,5.4,42.6,90,55,62,57,60,3,11,27,65.217,24.638,175.667
208,08/05/2018,r6,Roc2,NIRAGHO,280513,32.17,26.96,20.87,20,92.9,81.7,72.9,0.087,65,60,36,194,104,91.4,83.4,143.9,4.5,43.3,89,59,66,59,63,3,28,6,59.722,16.667,164.25
209,15/05/2018,r11,Roc3,NIRAGHO,280513,32.17,26.96,20.87,20,94.7,83.4,77.5,0.11,50,70,18,113,23,107.7,99,154.1,4.9,37.1,90,66,42,34,38,4,38,21,67.188,20.313,.
210,.,r41,Roc7,NIRAGHO,280513,32.17,26.96,20.87,20,81.1,69.7,61.8,1.52,85,75,39,263,173,105.9,98.2,171.9,6.2,38.9,91,57,56,50,51,5,17,28,62.857,10,156.5
211,15/05/2018,r14,Roc3,NIRAGHO,140513,33.04,25.28,30.16,11.53,89.5,99,71.7,0.17,60,75,25,94,34,83.6,75.3,146,7.2,32.6,86,48,60,33,36,24,16,24,72.581,17.742,.
212,.,r24,Roc5,NIRAGHO,140513,33.04,25.28,30.16,11.53,93.2,87,74.1,0.5,80,80,21,151,61,99.6,93,149.9,5.2,40.6,92,63,74,67,69,5,7,20,78.947,24.561,110.5
213,.,r39,Roc7,NIRAGHO,140513,33.04,25.28,30.16,11.53,85.8,76.4,62.6,1.64,60,80,25,176,86,113.2,100,206.4,7.9,37.9,87,49,78,68,74,4,10,12,72.727,34.848,128.667
214,21/08/2015,183,33,NE209,160_04,7.76,27,29.47,35.77,87.8,68.1,76,0.027,70,60,31,164,74,110.4,94.1,174,6.8,34.6,82,54,64,43,54,10,17,19,73.75,7.407,.
215,08/10/2015,244,40,NE209,160_04,7.76,27,29.47,35.77,84.4,60.8,0.1,0.014,45,55,16,75,0,98.5,62.8,207.1,8.8,28.6,65,33,38,18,36,2,8,54,77.778,18.056,143
216,11/09/2015,200,35,NE209,160_04,7.76,27,29.47,35.77,91,77.4,77.4,.,65,75,27,179,88,74.5,58.9,138.6,6.4,28.5,78,46,28,15,20,7,12,60,68.919,11.842,148
217,15/09/2015,207,36,NE209,160_04,7.76,27,29.47,35.77,87.3,67.8,78.2,0,60,65,36,198,108,87.8,69.3,161,7.1,28.9,79,45,32,21,27,5,9,59,62.162,9.459,.
218,15/09/2015,208,36,NE209,162_05,10.83,25.21,27.08,36.88,89.8,73.3,76.5,0.038,60,55,29,135,50,72.1,48.6,128.3,7.5,27.5,76,49,20,5,11,9,12,68,57.534,9.589,148.143
219,17/09/2015,221,37,NE209,162_05,10.83,25.21,27.08,36.88,87.8,65.1,72.9,0.033,60,70,68,402,317,84.4,62.6,164.5,6.1,34.7,76,42,36,21,31,5,13,51,70.423,17.143,147.333
220,08/10/2015,245,40,NE209,162_05,10.83,25.21,27.08,36.88,86.7,63.2,67.7,0,55,55,12,56,0,96.5,61.3,206.9,9.7,27.2,66,32,43,20,39,4,16,41,68.493,23.288,.
221,11/09/2015,202,35,NE209,156_05,17.43,22.02,27.52,33.03,87.1,66.1,71.6,.,50,65,73,427,337,123.6,100.2,220.3,10.1,28,78,45,52,36,47,4,15,33,71.053,17.333,257
222,08/10/2015,243,40,NE209,156_05,17.43,22.02,27.52,33.03,87.5,62.9,56.6,0.057,65,75,45,283,198,119.8,110.1,179.5,5.6,42.1,91,62,53,50,52,1,2,44,66.197,4.225,128.818
223,.,r58,Roc10,NE209,156_05,17.43,22.02,27.52,33.03,87,65.7,69.9,2.57,75,80,29,208,118,107.6,93.9,184,8.5,29.5,85,51,54,44,49,5,13,33,84.507,24.286,.
224,16/03/3938,138,26,NE182,058_05,14.86,24.31,33.96,26.87,86.9,67.6,80.9,0.3,55,70,34,211,121,94.9,80.3,173.2,8.5,29.9,82,48,72,48,58,14,10,18,60.204,17.172,112
225,17/09/2015,219,37,NE182,058_05,14.86,24.31,33.96,26.87,88.4,65.7,70.5,0.014,50,50,57,240,155,90,74.4,157,7.1,33.5,81,49,40,25,32,8,18,42,61.972,9.859,.
226,08/10/2015,241,40,NE182,058_05,14.86,24.31,33.96,26.87,90.5,71.6,77.8,0.011,60,60,73,372,287,109.7,88.6,201.6,9.1,31.8,79,44,71,50,64,7,15,14,62.5,6.944,172.5
227,21/08/2015,185,33,NE182,105_04,24.98,30.83,13.72,30.47,89.3,73,74.8,0.1,60,70,53,330,240,108.7,89.7,192.9,9.2,26.6,79,45,69,49,62,8,22,9,73.256,4.706,.
228,15/09/2015,213,36,NE182,105_04,24.98,30.83,13.72,30.47,90.6,76,75.8,0.08,50,75,49,309,224,73.3,54.7,143.5,7.7,32.6,79,54,29,12,17,12,6,65,69.118,10.448,153.5
229,17/09/2015,220,37,NE182,105_04,24.98,30.83,13.72,30.47,85.7,63.8,72.2,0.04,40,60,45,227,142,85.1,64.7,169.9,6.8,38.5,75,40,37,23,32,6,11,51,73.529,7.353,204
230,12/01/2016,327,48,NE182,044_05,15.57,29.94,7.19,47.31,86.3,62.2,87.1,0.19,65,50,17,70,0,115.6,98.1,202.2,9.6,26.7,82,48,33,24,29,4,19,48,78.125,18.75,.
231,30/01/2016,349,50,NE182,044_05,15.57,29.94,7.19,47.31,89,77.3,91.5,0.29,65,40,46,154,69,99.1,82.4,190.6,7.8,35.5,83,45,69,55,65,4,14,17,50.746,8.824,196.75
232,.,r48,Roc8,NE182,044_05,15.57,29.94,7.19,47.31,88.9,78.3,72.7,2.87,75,85,46,352,262,101.9,91.8,173.1,6.7,35.2,88,53,58,46,52,6,15,27,62.319,9.091,162
233,21/08/2015,187,33,NE147,020_05,27.65,29.35,32.08,10.92,92,75.3,78.5,0.021,45,75,47,317,227,84.1,67.3,153.2,6.4,34,78,45,34,21,27,7,24,42,65,6.41,.
234,15/09/2015,210,36,NE147,020_05,27.65,29.35,32.08,10.92,95,83.6,79.4,0.013,65,70,25,148,63,81.2,68,142.5,6.9,30.6,84,57,57,29,38,19,24,18,60.563,5.556,223.5
235,06/10/2015,234,39,NE147,020_05,27.65,29.35,32.08,10.92,93.4,74.7,76.8,0,70,65,20,111,26,67.5,58.8,113.8,5.5,33.2,86,56,24,13,14,10,14,62,70.423,7.042,.
236,19/11/2015,278,43,NE147,020_05,27.65,29.35,32.08,10.92,90.2,67.3,36.6,1.18,75,55,32,149,64,110.9,97.8,191.9,8.1,35,87,54,61,48,52,9,10,29,55.263,9.211,.
237,12/01/2016,326,48,NE147,023_05,25.6,30.43,26.57,17.39,85.8,61.3,93.4,0.067,40,50,24,99,14,112.1,93.3,195.7,9.2,27.1,79,46,30,21,27,3,30,40,65.152,10.606,.
238,30/01/2016,347,50,NE147,023_05,25.6,30.43,26.57,17.39,80.7,49,54.3,0.032,45,35,42,125,40,119.5,102.4,196.5,8.4,32.4,81,50,43,30,37,5,34,23,50.769,22.059,.
239,08/05/2018,r8,Roc2,NE147,023_05,25.6,30.43,26.57,17.39,92.4,81.2,73.1,0.032,70,80,65,468,378,98.7,86.3,177.6,7.1,35,85,49,71,58,65,6,13,16,64.865,13.514,.
240,15/09/2015,211,36,NE147,028_05,22.58,35.31,35.6,6.51,93.2,79.9,80.6,0.012,50,60,37,186,101,80.4,64,156.4,7.7,32.4,82,51,49,27,35,14,27,24,59.091,7.576,.
241,19/11/2015,279,43,NE147,028_05,22.58,35.31,35.6,6.51,90.7,72.3,40.2,1.34,50,65,31,171,86,108.4,89.9,215.1,9.3,31.3,81,42,31,22,28,3,4,65,56.716,11.94,111
242,.,r15,roc3,NE147,028_05,22.58,35.31,35.6,6.51,95.7,88.9,84.9,0.22,75,60,70,375,285,87.6,76.3,156.1,7.2,33.1,84,47,59,37,42,17,23,18,70.588,16.176,190.5
243,15/05/2018,r61,roc10,NE147,028_05,22.58,35.31,35.6,6.51,86.2,71.6,65,2.66,70,75,75,502,412,111,93.3,176.5,7.6,31.3,81,52,57,42,52,4,20,23,71.429,30,.
244,11/09/2015,204,35,NE147,179_05,21.56,34.46,32.77,11.21,83.5,60.3,69.2,.,20,60,20,105,15,81.9,65.5,154,6.8,35.3,79,44,33,20,26,7,13,54,66.154,15.385,.
245,15/09/2015,212,36,NE147,179_05,21.56,34.46,32.77,11.21,91.8,70.1,69.1,0.024,20,50,22,91,6,61.4,55,91,11.1,34.3,92,74,23,9,10,13,28,49,66.667,12.5,254.2
246,.,r50,Roc8,NE147,179_05,21.56,34.46,32.77,11.21,92.4,85.1,68.6,4.08,60,70,26,164,74,95.8,88,139.9,4.5,42.1,91,64,85,76,81,4,4,11,82.857,28.571,182.571
247,20/10/2015,250,41,NE205,004_06,14.02,44.55,29.6,11.84,79.7,48.9,66,0.015,40,30,33,83,0,95.7,79.2,192.5,7.1,39.6,81,42,44,34,41,3,8,48,71.429,19.718,.
248,19/11/2015,274,43,NE205,004_06,14.02,44.55,29.6,11.84,81.9,60.5,32.8,1.04,60,45,16,122,37,142.4,132.1,194.3,6.1,35.2,90,68,29,23,26,3,23,49,63.38,12.676,169.75
